tmdbId,userId,rating
11860,117,4.0
11860,150,3.0
11860,169,4.5
11860,177,1.0
11860,179,3.0
11860,181,3.0
11860,188,4.0
11860,199,3.0
11860,206,4.0
11860,257,1.0
11860,262,3.0
11860,270,3.0
11860,276,4.0
11860,280,4.5
11860,286,3.5
11860,304,4.0
11860,314,4.0
11860,337,3.0
11860,350,3.0
11860,411,3.0
11860,414,3.0
11860,451,3.0
11860,470,3.0
11860,474,3.0
11860,489,4.0
11860,492,3.0
11860,498,4.0
11860,501,4.0
11860,510,1.0
11860,513,3.0
11860,521,3.0
11860,529,2.0
11860,541,4.0
11860,566,4.0
11860,597,1.0
11860,599,2.5
11860,600,3.5
11860,606,2.5
45325,6,3.0
45325,20,1.0
45325,43,5.0
45325,274,3.0
45325,372,2.0
45325,414,3.0
45325,436,3.0
45325,501,3.0
9091,151,4.0
9091,179,3.0
9091,217,3.0
9091,269,2.0
9091,270,3.0
9091,337,5.0
9091,353,3.0
9091,364,3.0
9091,389,3.0
9091,402,3.0
9091,428,2.0
9091,437,3.0
9091,456,4.0
9091,464,2.5
9091,492,5.0
9091,599,1.5
710,6,3.0
710,8,2.0
710,11,3.0
710,19,2.0
710,21,5.0
710,26,3.0
710,31,4.0
710,34,5.0
710,42,5.0
710,43,4.0
710,46,3.0
710,56,4.0
710,57,3.0
710,59,3.0
710,63,3.0
710,68,4.5
710,81,1.0
710,82,3.5
710,84,3.0
710,91,3.5
710,93,4.0
710,94,3.0
710,99,4.0
710,104,3.0
710,117,3.0
710,119,4.0
710,136,5.0
710,144,3.0
710,160,1.0
710,166,4.5
710,170,3.0
710,173,3.0
710,174,3.0
710,176,5.0
710,178,4.0
710,181,2.0
710,182,3.5
710,186,4.0
710,192,5.0
710,195,4.0
710,200,4.5
710,202,4.0
710,208,2.0
710,217,4.0
710,219,4.5
710,220,4.0
710,226,4.0
710,229,4.0
710,232,3.0
710,235,2.0
710,240,3.0
710,243,5.0
710,244,5.0
710,248,3.5
710,262,2.0
710,274,4.0
710,282,3.5
710,284,4.0
710,288,3.0
710,292,3.5
710,294,3.0
710,301,4.0
710,304,4.0
710,307,2.5
710,313,4.0
710,314,3.0
710,322,4.0
710,331,3.0
710,334,3.5
710,340,4.0
710,347,4.0
710,349,4.0
710,353,3.0
710,354,3.5
710,361,3.5
710,368,3.0
710,372,3.0
710,376,4.5
710,380,5.0
710,385,3.0
710,386,3.0
710,387,3.5
710,391,3.0
710,395,3.0
710,408,4.5
710,411,3.0
710,414,3.0
710,419,3.5
710,425,3.0
710,434,3.5
710,438,4.0
710,441,4.5
710,446,3.0
710,447,3.0
710,448,4.0
710,452,4.0
710,453,2.0
710,458,4.0
710,462,3.0
710,469,2.0
710,470,3.0
710,476,3.0
710,480,4.0
710,483,2.0
710,485,4.0
710,486,4.0
710,489,2.5
710,498,3.0
710,501,4.0
710,517,0.5
710,520,4.0
710,522,4.5
710,524,4.0
710,531,4.0
710,534,4.0
710,541,4.0
710,557,4.5
710,559,3.0
710,566,3.0
710,569,4.0
710,570,3.5
710,573,4.5
710,580,3.5
710,584,5.0
710,588,3.0
710,590,3.5
710,592,3.0
710,597,3.0
710,599,3.5
710,602,3.0
710,608,4.0
710,609,4.0
9087,6,4.0
9087,8,4.0
9087,33,2.0
9087,35,4.0
9087,38,5.0
9087,42,5.0
9087,43,4.0
9087,45,3.0
9087,56,4.0
9087,57,3.0
9087,68,4.5
9087,84,4.0
9087,89,2.5
9087,94,3.0
9087,100,4.0
9087,107,5.0
9087,109,4.0
9087,113,3.0
9087,117,4.0
9087,121,4.0
9087,140,4.0
9087,156,3.0
9087,169,4.0
9087,174,5.0
9087,177,3.0
9087,181,5.0
9087,199,4.0
9087,201,4.0
9087,202,4.0
9087,235,4.0
9087,239,5.0
9087,263,4.0
9087,290,4.0
9087,304,5.0
9087,314,5.0
9087,322,4.0
9087,345,2.5
9087,347,4.0
9087,353,4.0
9087,357,3.5
9087,372,4.0
9087,373,2.0
9087,387,2.5
9087,404,4.0
9087,410,3.0
9087,411,4.0
9087,414,5.0
9087,438,4.0
9087,446,4.0
9087,455,4.0
9087,469,3.0
9087,474,2.5
9087,476,3.0
9087,489,1.5
9087,500,1.0
9087,501,3.0
9087,514,4.0
9087,530,4.0
9087,541,4.0
9087,566,5.0
9087,570,3.5
9087,579,3.0
9087,587,4.0
9087,590,3.0
9087,594,5.0
9087,597,3.0
9087,599,2.5
9087,602,3.0
9087,606,2.5
9087,607,3.0
12110,19,1.0
12110,44,1.0
12110,120,3.0
12110,151,3.0
12110,217,3.0
12110,273,1.0
12110,274,3.5
12110,276,4.0
12110,288,2.0
12110,294,1.0
12110,337,3.0
12110,350,3.0
12110,351,5.0
12110,380,4.0
12110,448,2.0
12110,492,3.0
12110,524,1.0
12110,571,1.0
12110,599,1.5
21032,6,3.0
21032,19,3.0
21032,20,4.0
21032,288,2.0
21032,304,4.0
21032,328,3.0
21032,476,3.0
21032,509,3.0
10858,84,4.0
10858,90,5.0
10858,109,4.0
10858,182,4.0
10858,206,4.0
10858,270,5.0
10858,302,4.0
10858,337,3.0
10858,372,4.0
10858,385,3.0
10858,437,3.0
10858,470,4.0
10858,474,3.0
10858,492,3.0
10858,521,4.0
10858,544,3.0
10858,602,5.0
10858,604,4.0
1408,6,4.0
1408,19,2.0
1408,93,4.0
1408,136,5.0
1408,284,4.0
1408,314,2.0
1408,414,2.0
1408,501,1.0
1408,541,3.0
1408,559,3.0
1408,592,4.0
1408,599,1.5
1408,606,3.5
524,6,4.0
524,18,4.5
524,28,2.5
524,42,5.0
524,61,4.0
524,64,5.0
524,68,3.5
524,88,4.5
524,91,4.5
524,100,4.5
524,103,5.0
524,105,4.5
524,109,4.0
524,111,4.5
524,112,4.5
524,121,5.0
524,136,5.0
524,162,5.0
524,177,3.0
524,181,3.0
524,182,5.0
524,187,4.0
524,191,4.0
524,195,4.0
524,201,4.0
524,226,4.5
524,239,4.5
524,240,3.0
524,257,3.5
524,261,4.0
524,266,5.0
524,274,4.5
524,282,4.0
524,287,2.0
524,289,4.5
524,298,4.0
524,303,2.5
524,305,4.5
524,307,4.5
524,310,1.0
524,311,2.5
524,312,4.0
524,317,5.0
524,330,3.5
524,332,3.5
524,337,4.0
524,339,4.5
524,357,3.5
524,362,4.0
524,368,4.0
524,372,4.0
524,373,4.0
524,380,3.0
524,385,3.0
524,386,4.0
524,405,4.0
524,413,5.0
524,414,3.0
524,427,4.0
524,437,5.0
524,444,4.0
524,446,3.0
524,448,5.0
524,453,3.0
524,462,3.5
524,464,4.5
524,474,4.0
524,480,4.0
524,482,2.0
524,483,4.0
524,501,3.0
524,510,1.0
524,514,3.5
524,553,5.0
524,580,4.5
524,585,5.0
524,588,4.0
524,599,3.0
524,602,3.0
524,603,4.0
524,608,4.5
524,610,4.5
4584,6,4.0
4584,31,3.0
4584,33,4.0
4584,38,3.0
4584,40,5.0
4584,54,3.0
4584,68,3.5
4584,71,1.0
4584,84,5.0
4584,90,5.0
4584,94,1.0
4584,100,4.5
4584,112,0.5
4584,117,3.0
4584,132,3.0
4584,144,4.0
4584,156,4.0
4584,162,5.0
4584,166,4.0
4584,173,4.0
4584,182,4.0
4584,191,5.0
4584,198,3.0
4584,206,5.0
4584,214,3.0
4584,227,3.5
4584,246,5.0
4584,262,3.0
4584,263,5.0
4584,266,1.0
4584,270,4.0
4584,275,5.0
4584,288,3.5
4584,301,4.0
4584,302,5.0
4584,304,3.0
4584,314,4.0
4584,323,3.5
4584,337,4.0
4584,346,4.0
4584,350,2.0
4584,357,5.0
4584,389,4.0
4584,404,4.0
4584,412,5.0
4584,414,4.0
4584,437,4.0
4584,445,3.5
4584,446,5.0
4584,451,5.0
4584,474,5.0
4584,488,5.0
4584,489,4.5
4584,501,3.0
4584,509,3.0
4584,517,0.5
4584,566,5.0
4584,572,5.0
4584,579,5.0
4584,590,3.5
4584,594,4.0
4584,597,3.0
4584,599,3.5
4584,600,3.5
4584,603,3.0
4584,604,4.0
4584,606,4.0
5,44,4.0
5,66,4.0
5,68,2.0
5,95,3.5
5,103,5.0
5,109,3.0
5,179,4.0
5,182,5.0
5,256,5.0
5,295,3.5
5,307,3.0
5,318,3.0
5,380,4.0
5,414,3.0
5,483,4.0
5,489,2.0
5,501,5.0
5,521,4.0
5,599,3.0
5,606,4.0
9273,6,2.0
9273,14,1.0
9273,19,2.0
9273,21,2.5
9273,40,2.0
9273,42,2.0
9273,45,4.5
9273,56,5.0
9273,58,1.0
9273,64,3.5
9273,66,3.0
9273,68,1.5
9273,91,2.0
9273,94,2.0
9273,100,1.0
9273,103,3.5
9273,112,4.0
9273,117,2.0
9273,121,2.0
9273,122,3.5
9273,136,3.0
9273,139,1.0
9273,141,2.0
9273,144,3.0
9273,156,3.0
9273,177,2.0
9273,179,3.0
9273,200,3.5
9273,217,1.0
9273,219,2.5
9273,222,3.5
9273,226,3.5
9273,229,3.0
9273,240,5.0
9273,249,3.5
9273,274,4.0
9273,276,4.0
9273,280,3.0
9273,284,4.0
9273,292,1.5
9273,294,2.0
9273,307,4.0
9273,308,1.0
9273,318,3.5
9273,321,3.0
9273,323,2.5
9273,325,2.0
9273,347,4.0
9273,353,4.0
9273,357,2.0
9273,369,4.0
9273,373,1.0
9273,376,2.0
9273,377,2.0
9273,379,2.0
9273,380,5.0
9273,381,2.5
9273,408,3.5
9273,428,1.0
9273,432,2.0
9273,438,3.0
9273,448,2.0
9273,470,3.0
9273,475,4.0
9273,477,3.0
9273,480,1.5
9273,483,3.5
9273,489,2.0
9273,495,4.5
9273,497,4.0
9273,509,4.0
9273,520,1.0
9273,524,3.0
9273,534,4.0
9273,541,2.0
9273,552,3.5
9273,555,3.0
9273,559,2.0
9273,565,3.0
9273,584,3.0
9273,590,2.0
9273,592,4.0
9273,599,3.0
9273,600,3.0
9273,602,2.0
9273,604,1.0
9273,606,2.0
9273,608,2.0
11517,78,3.0
11517,199,2.0
11517,217,2.0
11517,239,3.5
11517,249,3.5
11517,274,3.5
11517,284,1.0
11517,326,3.5
11517,386,2.0
11517,448,3.0
11517,464,4.0
11517,501,1.0
11517,524,2.0
11517,588,2.0
11517,599,1.5
8012,4,3.0
8012,5,4.0
8012,6,2.0
8012,8,4.0
8012,28,3.0
8012,32,4.0
8012,33,4.0
8012,35,5.0
8012,38,3.0
8012,40,4.0
8012,42,4.0
8012,45,4.0
8012,54,3.0
8012,57,3.0
8012,58,4.0
8012,66,4.0
8012,84,4.0
8012,91,4.0
8012,94,3.0
8012,102,3.0
8012,109,3.0
8012,112,2.0
8012,115,4.0
8012,117,4.0
8012,135,3.0
8012,140,4.0
8012,156,5.0
8012,181,2.0
8012,182,2.5
8012,191,4.0
8012,199,4.0
8012,216,3.0
8012,219,3.5
8012,229,4.0
8012,235,4.0
8012,239,4.0
8012,242,3.0
8012,262,3.0
8012,266,4.0
8012,273,5.0
8012,275,5.0
8012,284,3.0
8012,288,4.0
8012,294,3.0
8012,301,4.0
8012,302,4.0
8012,304,4.0
8012,307,2.5
8012,308,1.0
8012,314,3.0
8012,321,3.0
8012,356,3.5
8012,368,3.0
8012,372,3.0
8012,373,1.0
8012,379,2.0
8012,380,2.0
8012,385,5.0
8012,386,4.0
8012,404,3.0
8012,410,3.0
8012,411,4.0
8012,414,4.0
8012,438,3.5
8012,444,4.0
8012,446,3.0
8012,448,2.0
8012,453,3.0
8012,458,5.0
8012,462,4.0
8012,470,3.0
8012,474,4.0
8012,480,2.5
8012,486,4.0
8012,489,2.5
8012,501,3.0
8012,524,3.0
8012,555,4.0
8012,565,3.0
8012,566,4.0
8012,572,5.0
8012,587,4.0
8012,588,3.0
8012,592,3.0
8012,597,5.0
8012,599,4.0
8012,602,4.0
8012,603,5.0
8012,608,3.5
1710,6,5.0
1710,42,5.0
1710,58,3.0
1710,64,3.5
1710,91,3.5
1710,99,4.0
1710,121,3.0
1710,140,3.0
1710,160,1.0
1710,181,3.0
1710,217,3.0
1710,226,2.0
1710,274,3.5
1710,297,2.0
1710,307,2.0
1710,314,3.0
1710,323,3.0
1710,325,3.0
1710,353,5.0
1710,368,3.0
1710,373,3.0
1710,386,3.0
1710,411,3.0
1710,414,3.0
1710,428,2.5
1710,429,4.0
1710,474,3.0
1710,489,3.5
1710,504,3.5
1710,514,3.0
1710,541,4.0
1710,580,4.0
1710,584,4.0
1710,588,3.0
1710,602,3.0
1710,604,3.0
9691,28,1.5
9691,43,5.0
9691,99,4.0
9691,102,3.0
9691,136,5.0
9691,140,3.0
9691,182,3.5
9691,239,3.5
9691,274,3.5
9691,314,3.0
9691,414,2.0
9691,464,3.0
9691,483,3.0
9691,524,2.0
9691,599,1.0
9691,604,4.0
12665,6,4.0
12665,32,3.0
12665,71,2.0
12665,111,2.5
12665,181,3.0
12665,198,4.0
12665,201,4.0
12665,234,5.0
12665,263,3.0
12665,266,1.0
12665,274,3.5
12665,290,3.0
12665,307,2.0
12665,321,4.0
12665,337,5.0
12665,342,3.0
12665,414,3.0
12665,474,3.0
12665,477,4.0
12665,479,3.0
12665,483,2.5
12665,518,2.5
12665,555,5.0
12665,591,2.0
12665,592,4.0
12665,599,2.5
12665,600,2.0
12665,608,2.0
451,6,3.0
451,14,4.0
451,31,2.0
451,32,4.0
451,33,3.0
451,36,2.5
451,64,3.5
451,68,3.5
451,84,5.0
451,90,5.0
451,91,2.0
451,95,5.0
451,108,4.0
451,109,5.0
451,112,2.5
451,113,1.0
451,118,2.0
451,121,4.0
451,144,3.0
451,150,4.0
451,156,4.0
451,171,5.0
451,178,4.5
451,181,1.0
451,182,4.5
451,187,3.0
451,191,5.0
451,195,4.0
451,198,4.0
451,199,5.0
451,201,5.0
451,206,5.0
451,214,2.0
451,235,5.0
451,262,3.0
451,265,1.0
451,269,5.0
451,270,4.0
451,275,3.0
451,282,4.0
451,290,4.0
451,302,5.0
451,305,3.0
451,308,1.0
451,330,4.5
451,337,4.0
451,353,4.0
451,372,4.0
451,373,5.0
451,385,3.0
451,386,2.0
451,389,4.0
451,391,5.0
451,402,3.0
451,405,4.0
451,414,3.0
451,432,4.5
451,437,4.0
451,446,3.0
451,451,5.0
451,462,3.0
451,464,4.0
451,474,3.5
451,501,2.0
451,521,5.0
451,524,3.0
451,552,3.0
451,566,2.0
451,570,4.0
451,580,4.0
451,588,3.0
451,589,5.0
451,602,4.0
451,603,4.0
451,604,3.0
451,607,3.0
16420,6,4.0
16420,32,4.0
16420,40,4.0
16420,68,3.0
16420,117,4.0
16420,182,4.0
16420,262,3.0
16420,314,4.0
16420,470,3.0
16420,474,3.5
16420,483,4.0
16420,488,2.5
16420,599,2.5
9263,6,3.0
9263,280,4.5
9263,307,2.5
9263,337,5.0
9263,414,2.0
9263,458,5.0
9263,474,2.0
9263,501,3.0
9263,506,3.0
17015,33,5.0
17015,100,4.5
17015,177,2.5
17015,246,4.5
17015,262,5.0
17015,474,4.5
17015,509,3.5
17015,594,4.5
17015,603,5.0
17015,605,4.0
17015,606,3.5
902,23,4.0
902,43,5.0
902,66,4.5
902,91,4.0
902,95,5.0
902,132,2.0
902,171,5.0
902,182,4.0
902,187,4.0
902,202,4.0
902,221,4.5
902,246,5.0
902,253,4.5
902,260,4.0
902,267,4.0
902,268,5.0
902,274,4.0
902,287,4.5
902,295,5.0
902,313,4.0
902,318,3.5
902,323,3.5
902,325,4.0
902,330,3.0
902,387,3.5
902,391,5.0
902,440,4.5
902,469,4.0
902,474,3.5
902,483,5.0
902,521,3.0
902,555,4.0
902,576,3.5
902,599,3.5
902,600,4.5
902,602,2.0
902,603,2.0
902,606,4.5
37557,325,4.0
37557,527,1.0
37557,603,4.0
9909,3,0.5
9909,6,3.0
9909,28,2.5
9909,40,4.0
9909,47,3.0
9909,58,4.0
9909,68,3.5
9909,84,3.0
9909,104,4.0
9909,109,3.0
9909,117,3.0
9909,131,3.0
9909,159,3.5
9909,162,4.0
9909,181,3.0
9909,203,3.5
9909,240,4.0
9909,282,4.5
9909,307,1.5
9909,314,3.0
9909,337,5.0
9909,362,4.0
9909,372,2.0
9909,387,2.5
9909,411,4.0
9909,414,3.0
9909,426,5.0
9909,437,4.0
9909,447,4.0
9909,464,4.0
9909,474,3.0
9909,479,3.0
9909,483,2.0
9909,518,1.0
9909,534,3.5
9909,561,2.5
9909,599,2.0
9909,608,3.0
63,4,2.0
63,6,4.0
63,8,3.0
63,14,4.0
63,18,4.0
63,19,4.0
63,23,3.5
63,24,3.5
63,28,3.5
63,32,4.0
63,33,3.0
63,39,3.0
63,45,4.5
63,46,4.0
63,50,3.0
63,54,3.0
63,57,4.0
63,58,5.0
63,61,4.5
63,63,3.0
63,64,4.0
63,66,5.0
63,72,4.5
63,78,3.5
63,80,4.0
63,81,5.0
63,90,4.0
63,91,4.0
63,94,5.0
63,95,4.0
63,105,3.5
63,109,4.0
63,112,5.0
63,115,5.0
63,117,3.0
63,120,3.0
63,122,5.0
63,132,3.0
63,133,4.0
63,135,5.0
63,144,4.0
63,146,5.0
63,149,4.0
63,150,5.0
63,160,5.0
63,166,4.0
63,171,5.0
63,174,3.0
63,179,4.0
63,182,4.0
63,191,5.0
63,195,4.0
63,198,5.0
63,201,4.0
63,202,4.0
63,206,3.0
63,219,3.5
63,220,4.5
63,221,5.0
63,222,3.0
63,226,4.0
63,227,4.5
63,235,4.0
63,237,5.0
63,239,5.0
63,242,5.0
63,247,3.0
63,249,5.0
63,254,4.5
63,259,5.0
63,264,1.0
63,265,4.0
63,266,4.0
63,269,4.0
63,270,4.0
63,271,4.0
63,273,5.0
63,274,4.0
63,275,5.0
63,277,5.0
63,282,4.0
63,284,5.0
63,288,5.0
63,292,2.0
63,298,4.0
63,302,3.0
63,303,3.5
63,304,4.0
63,305,5.0
63,307,3.5
63,312,4.0
63,313,4.0
63,314,3.0
63,317,4.0
63,318,4.5
63,323,2.5
63,325,4.0
63,330,5.0
63,332,2.5
63,337,4.0
63,339,3.0
63,345,3.5
63,347,3.0
63,350,4.0
63,353,5.0
63,354,4.0
63,364,3.0
63,372,4.0
63,373,4.0
63,375,5.0
63,376,5.0
63,377,4.5
63,380,5.0
63,381,3.5
63,385,4.0
63,386,3.0
63,387,3.5
63,389,4.0
63,391,4.0
63,398,5.0
63,405,4.5
63,414,5.0
63,420,3.5
63,424,3.5
63,425,4.0
63,434,3.5
63,437,4.0
63,438,4.0
63,445,5.0
63,446,4.0
63,448,2.0
63,449,4.0
63,451,5.0
63,453,5.0
63,456,3.0
63,462,3.5
63,464,3.5
63,468,4.0
63,469,5.0
63,470,3.0
